"Province_State";"Country_Region";"Lat";"Long_";"Confirmed";"Deaths"
"Iowa";"US";42.03718237;-95.3819718;3503;47
"Iowa";"US";41.68560356;-94.04127625;14994;111
"Iowa";"US";40.74773536;-92.41005468;1227;25
"Iowa";"US";40.73742757;-93.78645949;965;13
"Iowa";"US";42.47104597;-91.3664492;2840;54
"Iowa";"US";40.92012606;-91.18326592;7027;101
"Iowa";"US";43.37787725;-95.1510206;3120;55
"Iowa";"US";42.46815349;-90.88181925;17824;240
"Iowa";"US";43.37782951;-94.67858943;1758;46
"Iowa";"US";42.86271799;-91.8441231;2793;53
"Iowa";"US";43.0600053;-92.78940097;2499;48
"Iowa";"US";42.73270384;-93.26256925;1771;29
"Iowa";"US";40.7454272;-95.60129045;944;12
"Iowa";"US";42.03614551;-94.39658081;1242;17
"Iowa";"US";42.40183723;-92.78829551;1795;37
"Iowa";"US";41.68378965;-94.50111014;1650;36
"Iowa";"US";42.38382428;-93.70197703;2555;57
"Iowa";"US";43.08178477;-93.73454884;2094;39
"Iowa";"US";42.38353877;-93.23654611;2801;53
"Iowa";"US";41.68330137;-95.81558439;2301;78
"Iowa";"US";40.98767962;-91.54436349;4133;53
"Iowa";"US";43.35671042;-92.31702714;1417;24
"Iowa";"US";42.7764426;-94.20722537;1820;29
"Iowa";"US";42.38696136;-95.51355387;1259;41
"Iowa";"US";41.68630265;-92.0643373;2243;34
"Iowa";"US";42.17178824;-90.57354837;2953;47
"Iowa";"US";41.68576082;-93.05567785;6095;90
"Iowa";"US";41.03192394;-91.94849466;2153;43
"Iowa";"US";41.67169354;-91.58754744;19244;105
"Iowa";"US";42.12118609;-91.13139641;3953;61
"Iowa";"US";41.33649833;-92.1785067;1494;39
"Iowa";"US";43.20405458;-94.20691791;2851;76
"Iowa";"US";40.64181461;-91.48183025;5838;104
"Iowa";"US";42.07923082;-91.59809485;31443;423
"Iowa";"US";41.21842119;-91.26102611;1751;52
"Iowa";"US";41.02958964;-93.32780803;1218;25
"Iowa";"US";43.38107862;-96.20926845;2032;42
"Iowa";"US";41.33081904;-94.01554631;2300;25
"Iowa";"US";41.33521503;-92.64083907;3567;64
"Iowa";"US";41.33445101;-93.09934783;5481;97
"Iowa";"US";42.03586837;-92.9990819;6618;92
"Iowa";"US";41.03299766;-95.61920963;2164;29
"Iowa";"US";43.35638371;-92.78887719;1767;43
"Iowa";"US";42.05220391;-95.95743843;1197;39
"Iowa";"US";41.02988815;-92.8690667;1417;39
"Iowa";"US";41.03018714;-95.15642896;1594;45
"Iowa";"US";41.48370744;-91.1121697;6554;117
"Iowa";"US";43.08310673;-95.62474482;2368;65
"Iowa";"US";43.37824276;-95.62422844;1033;18
"Iowa";"US";40.7393172;-95.1497813;2689;33
"Iowa";"US";43.08193849;-94.67824621;1489;32
"Iowa";"US";42.737633;-96.21366621;4809;88
"Iowa";"US";42.73420133;-94.67862564;1184;24
"Iowa";"US";41.68679484;-93.57767461;78798;785
"Iowa";"US";41.33640314;-95.53907776;15439;211
"Iowa";"US";41.68625425;-92.53155731;2318;43
"Iowa";"US";40.73518949;-94.24368535;756;29
"Iowa";"US";42.38624071;-95.10547892;1668;26
"Iowa";"US";41.63935978;-90.61959493;26181;288
"Iowa";"US";41.6850066;-95.31015553;1930;41
"Iowa";"US";43.08221074;-96.1767568;5982;77
"Iowa";"US";42.03621213;-93.46499005;13567;56
"Iowa";"US";42.07991767;-92.53266945;2763;77
"Iowa";"US";40.73710579;-94.69778563;948;14
"Iowa";"US";NA;NA;5169;0
"Iowa";"US";41.0277278;-94.24234847;1830;39
"Iowa";"US";40.75326764;-91.95017958;902;22
"Iowa";"US";41.03064984;-92.40954728;6330;143
"Iowa";"US";41.33559454;-93.56007641;8247;102
"Iowa";"US";41.33577126;-91.71725711;3859;61
"Iowa";"US";40.73969028;-93.32752197;819;25
"Iowa";"US";42.42853483;-94.17987389;7256;121
"Iowa";"US";43.37751174;-93.73407298;2090;36
"Iowa";"US";43.29094334;-91.84422722;2518;41
"Iowa";"US";42.38979414;-96.0459439;20244;256
"Iowa";"US";43.37750768;-93.26087602;1182;9
"Iowa";"US";42.73305373;-93.73515113;2622;49
"Kansas";"US";37.88582951;-95.30030847;2073;26
"Kansas";"US";38.21413251;-95.29272815;1171;22
"Kansas";"US";39.53185661;-95.30870026;2506;27
"Kansas";"US";37.2288586;-98.68460053;567;7
"Kansas";"US";38.47889676;-98.75636726;4214;63
"Kansas";"US";37.85508555;-94.84865997;2593;44
"Kansas";"US";39.82652589;-95.56421698;1775;39
"Kansas";"US";37.78134351;-96.83878537;11504;139
"Kansas";"US";38.30292938;-96.59563862;398;4
"Kansas";"US";37.14994405;-96.2454192;547;12
"Kansas";"US";37.16928494;-94.8462897;3780;78
"Kansas";"US";39.78580976;-101.7318201;467;14
"Kansas";"US";37.23577007;-99.81883015;345;7
"Kansas";"US";39.34948772;-97.16518128;1296;31
"Kansas";"US";39.48028352;-97.64925343;1548;30
"Kansas";"US";38.2365018;-95.73379515;1319;28
"Kansas";"US";37.1911452;-99.27113247;325;13
"Kansas";"US";37.23781842;-96.83776647;6086;127
"Kansas";"US";37.50675523;-94.85245778;6946;104
"Kansas";"US";39.78468441;-100.4594081;401;13
"Kansas";"US";38.86600962;-97.15532383;3072;62
"Kansas";"US";39.79067154;-95.14056866;1480;28
"Kansas";"US";38.88503636;-95.2925121;12908;105
"Kansas";"US";37.88735543;-99.31263309;436;13
"Kansas";"US";37.45338105;-96.24369667;341;6
"Kansas";"US";38.91458712;-99.31751551;4770;75
"Kansas";"US";38.69677695;-98.20462799;1451;31
"Kansas";"US";38.04340344;-100.7381938;8012;93
"Kansas";"US";37.69200114;-99.88825298;7357;97
"Kansas";"US";38.56443815;-95.28644341;3989;60
"Kansas";"US";38.99871131;-96.7577178;4944;58
"Kansas";"US";38.91588178;-100.4829321;526;22
"Kansas";"US";39.34987223;-99.88332493;335;12
"Kansas";"US";37.56227336;-101.3079758;1401;30
"Kansas";"US";37.73836671;-100.4369088;932;23
"Kansas";"US";38.4808095;-101.8061079;174;3
"Kansas";"US";37.8774388;-96.23250453;1035;16
"Kansas";"US";37.99978709;-101.7921066;315;1
"Kansas";"US";37.19175361;-98.07578384;961;23
"Kansas";"US";38.04293782;-97.42747573;5393;91
"Kansas";"US";37.5620394;-100.8710738;619;9
"Kansas";"US";38.08780079;-99.89829881;253;10
"Kansas";"US";39.41673394;-95.79356799;2266;20
"Kansas";"US";39.2347941;-95.38289232;2718;50
"Kansas";"US";39.78470589;-98.21820662;542;11
"Kansas";"US";38.88548175;-94.82250877;81055;960
"Kansas";"US";38.00017981;-101.321681;850;16
"Kansas";"US";37.55909527;-98.13638678;1264;25
"Kansas";"US";37.55848695;-99.2856537;412;5
"Kansas";"US";37.19113093;-95.29849679;3870;62
"Kansas";"US";38.48119447;-100.4660754;188;8
"Kansas";"US";39.20183497;-95.03620809;10875;133
"Kansas";"US";39.04549684;-98.20756994;389;6
"Kansas";"US";38.21267844;-94.84254089;1643;21
"Kansas";"US";38.91735806;-101.148475;494;9
"Kansas";"US";38.45576156;-96.15275715;5737;94
"Kansas";"US";38.35855394;-97.0985251;1855;35
"Kansas";"US";39.78359669;-96.52278974;1636;32
"Kansas";"US";38.39184858;-97.64769869;4817;98
"Kansas";"US";37.23859987;-100.364831;744;14
"Kansas";"US";38.56383358;-94.83832189;4529;68
"Kansas";"US";39.39331582;-98.20906732;867;17
"Kansas";"US";37.19236568;-95.74329258;5515;120
"Kansas";"US";38.68827511;-96.65128437;813;22
"Kansas";"US";37.19141121;-101.7992519;438;9
"Kansas";"US";39.78345387;-96.01392079;2117;56
"Kansas";"US";37.55862897;-95.30670046;2813;53
"Kansas";"US";38.47974157;-99.91547333;519;17
"Kansas";"US";39.78443827;-99.90286639;1541;32
"Kansas";"US";38.65235984;-95.72707998;2154;39
"Kansas";"US";39.3503437;-98.76753828;483;15
"Kansas";"US";39.13237408;-97.65020313;800;14
"Kansas";"US";NA;NA;0;0
"Kansas";"US";38.18108732;-99.23692334;1558;20
"Kansas";"US";39.78465501;-99.34668865;972;28
"Kansas";"US";39.37925655;-96.34564657;3056;44
"Kansas";"US";37.64780729;-98.73922153;1342;27
"Kansas";"US";39.78525843;-101.0761617;513;7
"Kansas";"US";37.95230263;-98.08607292;12168;172
"Kansas";"US";39.82799632;-97.65036709;924;14
"Kansas";"US";38.34616184;-98.19992118;1531;15
"Kansas";"US";39.28935726;-96.73420026;8374;64
"Kansas";"US";39.35022773;-99.32484567;830;13
"Kansas";"US";38.52275276;-99.30863983;547;16
"Kansas";"US";38.91462787;-98.76254297;1268;33
"Kansas";"US";38.78369175;-97.65185177;8964;186
"Kansas";"US";38.48222076;-100.9066539;868;30
"Kansas";"US";37.6842718;-97.4608198;84930;1061
"Kansas";"US";37.19324632;-100.8507201;4881;53
"Kansas";"US";39.04100763;-95.7557264;26716;473
"Kansas";"US";39.35018161;-100.4418259;543;16
"Kansas";"US";39.35147699;-101.7197624;1021;13
"Kansas";"US";39.78516566;-98.78566062;438;3
"Kansas";"US";38.03100851;-98.71762001;702;18
"Kansas";"US";37.56304714;-101.7843534;310;6
"Kansas";"US";37.1923008;-101.3118967;960;14
"Kansas";"US";37.23682549;-97.47721621;3434;62
"Kansas";"US";39.35107575;-101.0553705;1568;22
"Kansas";"US";38.91467218;-99.87284448;510;8
"Kansas";"US";NA;NA;0;0
"Kansas";"US";38.95471985;-96.20350509;965;18
"Kansas";"US";38.91686134;-101.7638876;293;4
"Kansas";"US";39.78420784;-97.0875323;875;17
"Kansas";"US";38.48178252;-101.3471509;312;8
"Kansas";"US";37.55937174;-95.74323255;1625;34
"Kansas";"US";37.8865336;-95.74006277;434;10
"Kansas";"US";39.11727348;-94.76378225;28683;370
"Kentucky";"US";37.10459774;-85.28129668;3570;81
"Kentucky";"US";36.75197631;-86.19457544;3893;72
"Kentucky";"US";38.00671029;-84.99171713;3687;51
"Kentucky";"US";37.05842757;-88.99427697;721;20
"Kentucky";"US";36.96469836;-85.93338945;8306;157
"Kentucky";"US";38.14735938;-83.74588932;1708;32
"Kentucky";"US";36.73355174;-83.67766671;5910;102
"Kentucky";"US";38.97065142;-84.72615357;21394;203
"Kentucky";"US";38.2054607;-84.21827874;3397;37
"Kentucky";"US";38.36176608;-82.68652187;8788;112
"Kentucky";"US";37.62680923;-84.8633779;5558;85
"Kentucky";"US";38.69158994;-84.08532444;1226;13
"Kentucky";"US";37.52333168;-83.31959161;2078;38
"Kentucky";"US";37.77377239;-86.42885017;3023;36
"Kentucky";"US";37.97162523;-85.68955617;12517;137
"Kentucky";"US";37.20946153;-86.68748787;2433;40
"Kentucky";"US";37.14749129;-87.86948214;2491;51
"Kentucky";"US";36.62093411;-88.2731593;5267;64
"Kentucky";"US";38.94384345;-84.37875208;12980;110
"Kentucky";"US";36.85372876;-88.9669222;668;12
"Kentucky";"US";38.66599534;-85.12601074;1993;30
"Kentucky";"US";38.31690743;-83.05092385;4728;67
"Kentucky";"US";37.32533118;-84.92726209;2725;56
"Kentucky";"US";36.89267803;-87.49055367;10488;145
"Kentucky";"US";37.9689263;-84.14615986;5506;43
"Kentucky";"US";37.16451126;-83.712575;5166;62
"Kentucky";"US";36.72581156;-85.13377529;2205;34
"Kentucky";"US";37.35839237;-88.0882609;1304;35
"Kentucky";"US";36.78926125;-85.39050034;1300;18
"Kentucky";"US";37.73028906;-87.0901948;17764;274
"Kentucky";"US";37.21218923;-86.23955613;1599;32
"Kentucky";"US";38.11624059;-83.09771563;1376;9
"Kentucky";"US";37.69241417;-83.95956369;2318;16
"Kentucky";"US";38.0368225;-84.45576892;52945;437
"Kentucky";"US";38.36758311;-83.69657514;2220;37
"Kentucky";"US";37.56213922;-82.74750924;7350;117
"Kentucky";"US";38.2379395;-84.87962551;7420;90
"Kentucky";"US";36.55238827;-89.20140068;801;20
"Kentucky";"US";38.75398691;-84.8558382;1300;41
"Kentucky";"US";37.6388668;-84.53289319;2895;51
"Kentucky";"US";38.64962758;-84.62415957;4415;36
"Kentucky";"US";36.72292505;-88.65143315;7372;130
"Kentucky";"US";37.46231118;-86.34248968;4921;99
"Kentucky";"US";37.26484328;-85.5540745;2464;34
"Kentucky";"US";38.54332505;-82.9215658;6705;88
"Kentucky";"US";37.83766422;-86.78280584;1444;18
"Kentucky";"US";37.6976111;-85.96319251;18670;299
"Kentucky";"US";36.85699301;-83.21899516;5630;135
"Kentucky";"US";38.44188174;-84.32869741;3519;45
"Kentucky";"US";37.29943898;-85.88461055;3654;71
"Kentucky";"US";37.79344553;-87.57392021;8161;122
"Kentucky";"US";38.44942688;-85.11587507;2728;33
"Kentucky";"US";36.6794808;-88.97875928;581;21
"Kentucky";"US";37.30939025;-87.54670406;8725;208
"Kentucky";"US";37.41866422;-83.99825483;2788;51
"Kentucky";"US";38.18664655;-85.65931031;123978;1674
"Kentucky";"US";37.87119786;-84.58252003;8402;105
"Kentucky";"US";37.85106355;-82.8264322;3868;51
"Kentucky";"US";38.93950319;-84.53241199;24861;273
"Kentucky";"US";37.35388197;-82.94981134;2492;43
"Kentucky";"US";36.89225732;-83.85403396;7314;65
"Kentucky";"US";37.54567114;-85.70138352;2421;53
"Kentucky";"US";37.10975748;-84.11321779;13066;149
"Kentucky";"US";38.07136018;-82.72882223;2755;43
"Kentucky";"US";37.59645942;-83.71513901;1790;35
"Kentucky";"US";37.09246661;-83.37999606;2246;30
"Kentucky";"US";37.12306748;-82.85346474;4068;73
"Kentucky";"US";38.53184419;-83.37735618;2671;60
"Kentucky";"US";37.45475628;-84.6565327;4447;101
"Kentucky";"US";37.21137452;-88.34797529;1460;45
"Kentucky";"US";36.85949479;-86.877635;5178;89
"Kentucky";"US";37.02080035;-88.07886257;1992;26
"Kentucky";"US";37.71659336;-84.27220275;16462;190
"Kentucky";"US";37.70820545;-83.0657714;2358;25
"Kentucky";"US";37.55218078;-85.26898542;4049;51
"Kentucky";"US";36.8800707;-88.32803576;5132;80
"Kentucky";"US";37.79990579;-82.51247478;2006;36
"Kentucky";"US";38.59471935;-83.82151043;2671;71
"Kentucky";"US";37.05350953;-88.70445755;10445;187
"Kentucky";"US";36.73874143;-84.48102924;3596;58
"Kentucky";"US";37.5301951;-87.26803443;1533;41
"Kentucky";"US";37.96163597;-86.21028219;3541;42
"Kentucky";"US";37.94090733;-83.59985712;876;23
"Kentucky";"US";37.81474237;-84.87488475;4627;77
"Kentucky";"US";36.99459295;-85.63123699;1966;44
"Kentucky";"US";36.71225341;-85.71596443;2381;62
"Kentucky";"US";38.03253032;-83.9145241;4670;60
"Kentucky";"US";37.92465657;-83.25558245;2954;11
"Kentucky";"US";37.21425819;-87.14632053;5809;96
"Kentucky";"US";37.80335779;-85.4657193;8635;99
"Kentucky";"US";38.33342292;-84.01889177;1239;22
"Kentucky";"US";37.47751843;-86.85368087;4488;86
"Kentucky";"US";38.39791089;-85.448222;10437;98
"Kentucky";"US";38.51679143;-84.82404619;1439;28
"Kentucky";"US";37.42823949;-83.68811419;1027;19
"Kentucky";"US";38.69607718;-84.35599463;2115;24
"Kentucky";"US";37.25023553;-83.22922731;6358;113
"Kentucky";"US";37.47088263;-82.39487445;11051;203
"Kentucky";"US";37.83218794;-83.82553961;2717;24
"Kentucky";"US";37.10466131;-84.57629079;11001;187
"Kentucky";"US";38.51923469;-84.05055616;368;16
"Kentucky";"US";37.36642393;-84.31176452;3279;36
"Kentucky";"US";38.19484205;-83.42088935;3933;34
"Kentucky";"US";36.99308373;-85.06070117;3940;58
"Kentucky";"US";38.29622293;-84.5816631;8921;57
"Kentucky";"US";38.21476019;-85.194223;7362;114
"Kentucky";"US";36.74058474;-86.58047435;3332;62
"Kentucky";"US";38.03223971;-85.32749335;2996;36
"Kentucky";"US";37.3677562;-85.3329931;5747;86
"Kentucky";"US";36.8381152;-87.17878374;1862;32
"Kentucky";"US";36.80767017;-87.87333656;2266;25
"Kentucky";"US";38.61056487;-85.33775972;1299;20
"Kentucky";"US";NA;NA;9;0
"Kentucky";"US";37.66166713;-87.94300009;2526;38
"Kentucky";"US";36.99903045;-86.42672751;26431;270
"Kentucky";"US";37.75599461;-85.17407732;2425;48
"Kentucky";"US";36.80310688;-84.8251971;3242;63
"Kentucky";"US";37.52168356;-87.67989953;2508;42
"Kentucky";"US";36.75700531;-84.14541217;9068;98
"Kentucky";"US";37.73941626;-83.49303612;1242;12
"Kentucky";"US";38.04178222;-84.7417556;3589;30
"Louisiana";"US";30.2950649;-92.41419698;10599;251
"Louisiana";"US";30.65385745;-92.82442028;4766;117
"Louisiana";"US";30.20406249;-90.9132841;21974;247
"Louisiana";"US";29.89946234;-91.06461642;3689;57
"Louisiana";"US";31.07796211;-92.00079449;7370;181
"Louisiana";"US";30.64836518;-93.34173616;6153;124
"Louisiana";"US";32.34569994;-93.05398492;2509;99
"Louisiana";"US";32.67932307;-93.60460152;21967;408
"Louisiana";"US";32.57991587;-93.88375652;39923;977
"Louisiana";"US";30.22931235;-93.35400434;34803;623
"Louisiana";"US";32.0902519;-92.11752148;2289;39
"Louisiana";"US";29.87592238;-93.19310676;863;9
"Louisiana";"US";31.66778967;-91.84526385;1785;48
"Louisiana";"US";32.82308512;-92.99526883;2025;66
"Louisiana";"US";31.44817835;-91.63814433;3247;79
"Louisiana";"US";32.05457447;-93.74130302;4817;113
"Louisiana";"US";30.53842039;-91.09777565;64394;1168
"Louisiana";"US";32.73926954;-91.23425694;1644;31
"Louisiana";"US";30.84425359;-91.04976723;4507;145
"Louisiana";"US";30.72985248;-92.39915924;5892;142
"Louisiana";"US";32.13675181;-91.67589857;4750;140
"Louisiana";"US";31.59882456;-92.56124347;3874;78
"Louisiana";"US";29.86803617;-91.75871777;12590;227
"Louisiana";"US";30.25734305;-91.3499598;5873;128
"Louisiana";"US";32.30251776;-92.55692092;2807;64
"Louisiana";"US";29.74075478;-90.11115756;70155;1180
"Louisiana";"US";30.26896765;-92.81210004;4781;130
"Louisiana";"US";31.67884782;-92.15907765;2773;46
"Louisiana";"US";30.2049055;-92.06959876;39415;406
"Louisiana";"US";29.52470226;-90.40976986;18093;317
"Louisiana";"US";32.6003154;-92.6659741;7187;116
"Louisiana";"US";30.44143993;-90.73061664;24703;383
"Louisiana";"US";32.36918118;-91.23973355;2263;53
"Louisiana";"US";32.81686191;-91.80421614;4510;116
"Louisiana";"US";31.72321584;-93.09816516;6701;136
"Louisiana";"US";30.06971951;-89.92660315;47348;1000
"Louisiana";"US";32.47645559;-92.15704172;31954;595
"Louisiana";"US";NA;NA;0;0
"Louisiana";"US";29.42245447;-89.60322085;4025;40
"Louisiana";"US";30.71409502;-91.60209535;3979;84
"Louisiana";"US";31.19778499;-92.52997303;21446;472
"Louisiana";"US";32.09530039;-93.34213308;1413;49
"Louisiana";"US";32.41391005;-91.76634876;4361;79
"Louisiana";"US";31.56388699;-93.55433981;4545;94
"Louisiana";"US";29.87761636;-89.51887093;6996;98
"Louisiana";"US";29.90709658;-90.35555967;8933;127
"Louisiana";"US";30.82210324;-90.71013176;1264;19
"Louisiana";"US";30.02531716;-90.80212061;3543;70
"Louisiana";"US";30.12597499;-90.4753503;6360;173
"Louisiana";"US";30.59724262;-92.00135806;14313;347
"Louisiana";"US";30.13112107;-91.61403569;8475;161
"Louisiana";"US";29.69262097;-91.44702164;8572;225
"Louisiana";"US";30.40942847;-89.95642711;44074;733
"Louisiana";"US";30.62888673;-90.40664996;22952;520
"Louisiana";"US";32.00760749;-91.32915234;535;10
"Louisiana";"US";29.37343766;-90.82626855;19594;353
"Louisiana";"US";NA;NA;582;0
"Louisiana";"US";32.83121059;-92.3749373;4107;107
"Louisiana";"US";29.83517605;-92.30292538;10330;193
"Louisiana";"US";31.10884837;-93.18153838;6452;163
"Louisiana";"US";30.85288548;-90.03866652;8109;217
"Louisiana";"US";32.70847669;-93.33121835;6722;149
"Louisiana";"US";30.46058217;-91.30989571;4426;77
"Louisiana";"US";32.78550125;-91.461201;2070;51
"Louisiana";"US";30.87882871;-91.4148538;1512;41
"Louisiana";"US";31.94449367;-92.63789413;2647;58
"Maine";"US";44.1664747;-70.20380627;12436;117
"Maine";"US";46.65926321;-68.59841248;4869;85
"Maine";"US";43.8370751;-70.37226999;23759;248
"Maine";"US";44.97330019;-70.44381045;2818;33
"Maine";"US";44.59816444;-68.38401854;3440;53
"Maine";"US";44.40759555;-69.76738544;11252;113
"Maine";"US";44.11486325;-69.10529169;2332;14
"Maine";"US";44.05996956;-69.54227124;2071;8
"Maine";"US";NA;NA;0;0
"Maine";"US";44.49952995;-70.75682123;6014;88
"Maine";"US";45.40194593;-68.65020455;13436;197
"Maine";"US";45.83839062;-69.2860223;1496;13
"Maine";"US";43.95415864;-69.85074999;2339;14
"Maine";"US";45.51229767;-69.95995554;5186;57
"Maine";"US";NA;NA;6;0
"Maine";"US";44.4858305;-69.12061935;2751;35
"Maine";"US";45.01607142;-67.62813524;2293;28
"Maine";"US";43.47808377;-70.71052375;19365;169
"Maryland";"US";39.62357628;-78.69280486;10288;262
"Maryland";"US";39.00670238;-76.60329337;54751;786
"Maryland";"US";39.45784712;-76.62911955;79128;1887
"Maryland";"US";39.30211911;-76.61151012;63506;1370
"Maryland";"US";38.53961642;-76.56820632;5914;101
"Maryland";"US";38.87172293;-75.82904158;3379;52
"Maryland";"US";39.56453592;-77.02373735;12487;295
"Maryland";"US";39.56647682;-75.94627411;9269;187
"Maryland";"US";38.51092331;-76.98580666;14818;268
"Maryland";"US";38.45413522;-76.02752426;4335;85
"Maryland";"US";39.47296601;-77.39999394;25321;390
"Maryland";"US";39.52786077;-79.27355126;3661;86
"Maryland";"US";39.55010644;-76.3077594;21691;363
"Maryland";"US";39.25305293;-76.93126208;23348;283
"Maryland";"US";39.24976208;-76.04741541;1853;56
"Maryland";"US";39.13676329;-77.20358245;84350;1730
"Maryland";"US";38.83070039;-76.8496441;101389;1748
"Maryland";"US";39.06198912;-76.03530977;4104;74
"Maryland";"US";38.1163542;-75.75118623;3427;54
"Maryland";"US";38.30058422;-76.6062928;10311;173
"Maryland";"US";38.76618159;-76.10882561;3045;56
"Maryland";"US";NA;NA;0;39
"Maryland";"US";39.60835778;-77.82002295;20963;420
"Maryland";"US";38.37301947;-75.62705831;11514;231
"Maryland";"US";38.21274277;-75.33200012;5167;125
"Massachusetts";"US";41.72980578;-70.28854339;18838;525
"Massachusetts";"US";42.37428441;-73.20524838;9974;330
"Massachusetts";"US";41.79228404;-71.10872211;84779;1911
"Massachusetts";"US";41.40674725;-70.68763497;3866;7
"Massachusetts";"US";42.6687626;-70.94687179;118653;2561
"Massachusetts";"US";42.58119713;-72.58602547;3717;123
